,ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,Partie,Chapitre,Section,size
221,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DES TESTAMENS.,CCCCXII. Forme et solennité de Testament.,3
222,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIII.,3
223,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIV. Quelles personnes peuvent tester de meuble et comment.,1
224,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",1
225,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DES TESTAMENS.,CCCCXXVII. Disposition d ’ héritage comment est permise par testament.,1
226,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU BENEFICE D ’ INVENTAIRE.,"LXXXVI. Benefice d ’ inventaire, et diligences requises en iceluy.",1
227,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU BENEFICE D ’ INVENTAIRE.,XC.,1
228,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU BENEFICE D ’ INVENTAIRE.,"XCII. L ’ heritier par benefice d ’ inventaire est tenu faire inventaire, et dans quel temps.",1
229,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCCIV. Tiers des biens appartenant à la femme acquis aux enfans.,1
230,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCCV. Femme que peut donner à son second mary.,1
231,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,7
232,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCLXVIII. De quel jour est dû.,2
233,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVII.,2
234,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXII. Droit de viduitè appartenant au mary.,1
235,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,CCCXCIX. Doüaire propre aux enfans.,2
236,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,DU DOUAIRE.,introduction,2
237,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,TITRE DE JURISDICTION.,XIII.,2
238,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,5
239,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BENEFICE D ’ INVENTAIRE,LXXXVI.,1
240,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BRIEF DE MARIAGE ENCOMBRÉ.,V. C. XXXVIII.,1
241,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXLIIII.,1
242,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXLVI.,1
243,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCLXXXII.,1
244,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE PRESCRIPTIONS.,V. C. XXI.,1
245,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE PRESCRIPTIONS.,V. C. XXXII.,1
246,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCXLIX.,1
247,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCXLV.,1
248,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DES EXECVTIONS PAR DECRET.,introduction,1
249,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XLVII.,1
250,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXXVIII.,1
251,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,merville,DECISIONS SUR CHAQUE ARTICLE DE LA COUTUME DE NORMANDIE.,TITRE HUITIEME. DU BENEFICE D ’ INVENTAIRE.,ARTICLE LXXXVI.,1
252,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE CINQUIEME. DE PATRONAGE D ’ ÉGLISE.,introduction,2
253,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE DIX-SEPTIEME. DES DONATIONS.,CCCCXLVIII.,1
254,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE DIX-SEPTIEME. DES DONATIONS.,introduction,2
255,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE HUITIEME. DE BENEFICE D ’ INVENTAIRE.,XCII.,1
256,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE HUITIEME. DE BENEFICE D ’ INVENTAIRE.,XCIII.,2
257,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE HUITIEME. DE BENEFICE D ’ INVENTAIRE.,introduction,1
258,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE NEUVIEME. DES FIEFS ET DROITS FEODAUX.,CCXII.,1
259,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCLXXV.,1
260,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXLIX.,1
261,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXLVII.,1
262,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE SEIZIEME. DES TESTAMENS.,CCCCXXI.,1
263,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-DEUXIEME. DES EXECUTIONS PAR DÉCRET.,DXLVI.,1
264,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-QUATRIEME. DE SERVITUDES.,DCVII.,2
265,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-UNIEME. DE BREF DE MARIAGE ENCOMBRÉ.,DXI.,1
266,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-UNIEME. DE BREF DE MARIAGE ENCOMBRÉ.,DXLIV.,1
267,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-UNIEME. DE BREF DE MARIAGE ENCOMBRÉ.,DXXXVII.,1
268,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGTIEME. DES PRESCRIPTIONS.,DXXI.,1
269,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGTIEME. DES PRESCRIPTIONS.,DXXVIII.,2
270,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGTIEME. DES PRESCRIPTIONS.,DXXXI.,1
271,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,Premiere Partie du Douaire.,CCCLXXVII.,1
272,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,pesnelle,COUTUME DE NORMANDIE.,"Septieme Partie, du Douaire des Enfans,",CCCCI.,1
273,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,terrien,"LIVRE HVITIEME, QVI EST, D ’ ACTIONS, QVERELLES, ou clameurs.",De querelle de possession mobil. Chap. 1.,La Coustume aux Chapitres De querelle de possestionet De querelle de dette.,1
274,justinien,Justinien Ier (0482-0565 ; empereur de Byzance),0482-01-01,0482-01-01,0565-01-01,0565-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,2
275,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,DE SERVITUDES.,DCVIII.,1
276,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,DE SERVITUDES.,introduction,2
277,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,DES DONATIONS.,CCCCXLV. Comment s ’ entend donner et retenir.,1
278,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,DES DONATIONS.,CCCCXXXIV. Donations aux enfans reputées avancement d ’ hoirie.,1
279,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",2
280,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,"QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES.",CCCCCVI. Ustensiles d ’ hôtel quand sont meubles.,2
281,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,basnage,coutume,TITRE DES EXECUTIONS. PAR DECRET,CCCCCLXXXIV.,1
282,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXXIIII.,1
283,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SERVITVDES.,VI. C. XXI.,1
284,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","QVELLES CHOSES SONT CENSEES MEVBLES, QVELLES CHOSES immeubles.",V. C. VI.,1
285,labeon,,-0050-01-01,-0050-01-01,0020-01-01,0020-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.","François 1515. Des caables, cs menus marchez debois. Chap. IX.",1518.,1
286,lampride,Guillaume de Jumièges (10..-1090?),0300-01-01,0399-01-01,0300-01-01,0399-01-01,basnage,coutume,TITRE DE JURISDICTION.,IX.,1
287,lampride,Guillaume de Jumièges (10..-1090?),0300-01-01,0399-01-01,0300-01-01,0399-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DE GARDES.,CCXXVIII.,1
288,lampride,Guillaume de Jumièges (10..-1090?),0300-01-01,0399-01-01,0300-01-01,0399-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CLV.,1
289,lampride,Guillaume de Jumièges (10..-1090?),0300-01-01,0399-01-01,0300-01-01,0399-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XX.,1
290,leon-pape,Léon I (039.?-0461 ; pape),0390-01-01,0399-01-01,0490-01-01,0499-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,3
291,leon-pape,Léon I (039.?-0461 ; pape),0390-01-01,0399-01-01,0490-01-01,0499-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
292,livius,,-0059-01-01,-0059-01-01,0027-01-01,0027-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCLXVI. Pendant la minorité des freres comment peuvent être mariées les seurs.,1
293,livius,,-0059-01-01,-0059-01-01,0027-01-01,0027-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
294,livius,,-0059-01-01,-0059-01-01,0027-01-01,0027-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CLXX.,1
295,livius,,-0059-01-01,-0059-01-01,0027-01-01,0027-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXXIIII.,2
296,livius,,-0059-01-01,-0059-01-01,0027-01-01,0027-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXXXI.,1
297,lycurgue,Lycurgue (0390?-0324? av. J.-C.),-0390-01-01,-0390-01-01,-0324-01-01,-0324-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXIV. Doüaire prefix.,1
298,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCLVIII. Cas des reservations des filles à succession.,1
299,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCLX. Fille reservée à succession doit rapporter.,1
300,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLVIII. Aux propres les mâles excluent les femelles.,1
301,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,introduction,3
302,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CII. Definition de Franc-Aleu.,2
303,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CVII. La forme de l ’ hommage.,1
304,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXL.,2
305,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,introduction,1
306,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS.,CCCXXIX. Quelle part la femme aprés la mort du mary prend aux conquests.,1
307,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXIX. Femme n ’ a communauté avec le mary.,1
308,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DU DOUAIRE.,CCCXCI. Meubles de la femme separée de biens à qui appartienent.,1
309,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,DU DOUAIRE.,introduction,2
310,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,TITRE DE JURISDICTION.,XIII.,3
311,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,2
312,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,<front>,AVERTISSEMENT.,,1
313,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE DIX-SEPTIEME. DES DONATIONS.,CCCCXLVI.,1
314,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE DIX-SEPTIEME. DES DONATIONS.,CCCCXXXI.,1
315,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE NEUVIEME. DES FIEFS ET DROITS FEODAUX.,CVII.,1
316,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCLIX.,2
317,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXLVII.,1
318,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXXXIX.,1
319,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE PREMIER. DE JURISDICTION.,XVI.,1
320,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE PREMIER. DE JURISDICTION.,introduction,1
321,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,Premiere Partie du Douaire.,CCCLXX.,2
322,marculphe,Marcoul (0490?-0558 ; saint),0490-01-01,0490-01-01,0558-01-01,0558-01-01,pesnelle,COUTUME DE NORMANDIE.,Premiere Partie du Douaire.,introduction,1
323,martial,Martial (0040?-0104?),0040-01-01,0040-01-01,0104-01-01,0104-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
324,martial,Martial (0040?-0104?),0040-01-01,0040-01-01,0104-01-01,0104-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIX.,1
325,martial,Martial (0040?-0104?),0040-01-01,0040-01-01,0104-01-01,0104-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",Des chasses. Chap. XLV.,Ledit François 1533.,1
326,maximien,,0250-01-01,0250-01-01,0310-01-01,0310-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
327,maximien,,0250-01-01,0250-01-01,0310-01-01,0310-01-01,terrien,"LIVRE HVITIEME, QVI EST, D ’ ACTIONS, QVERELLES, ou clameurs.","De clameur reuocatoire, co autres rescissions de contracts. Chap. XXVIII.",Au Style.,1
328,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
329,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,introduction,1
330,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXL.,1
331,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIII. Droit de confiscation à qui appartient et en quel cas écheoit.,1
332,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIV. Quelles personnes peuvent tester de meuble et comment.,1
333,modestin,"Modestinus, Herennius",0200-01-01,0299-01-01,0200-01-01,0299-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",3
334,neratius,,0001-01-01,0099-01-01,0100-01-01,0199-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXIII.,3
335,neratius,,0001-01-01,0099-01-01,0100-01-01,0199-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","De simple querelle personnel, qui se fait pour bateries co mal-façons de corps. Chap. : XXVI.",La Coustume.,1
336,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DE SERVITUDES.,DCIX.,1
337,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLVII. Comment les biens sont faits propres.,1
338,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,18
339,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES DONATIONS.,CCCCL Reduction de la donation de tous les biens à charge d ’ aliments.,1
