couple,localisation,theme
Léon I (039.?-0461 ; pape) - Apulée (0125?-0180?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Aristote (0384-0322 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Léon I (039.?-0461 ; pape) - Ennius, Quintus (0239-0169 av. J.-C.)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Scipion l'Africain (0235-0183 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Térence (0190?-0159 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Cicéron (0106-0043 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Catulle (0087?-0052? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - livius,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Léon I (039.?-0461 ; pape) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Apulée (0125?-0180?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Aristote (0384-0322 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Platon (0427?-0348? av. J.-C.) - Ennius, Quintus (0239-0169 av. J.-C.)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Scipion l'Africain (0235-0183 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Térence (0190?-0159 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Cicéron (0106-0043 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Catulle (0087?-0052? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - livius,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Platon (0427?-0348? av. J.-C.) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Apulée (0125?-0180?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Aristote (0384-0322 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Justinien Ier (0482-0565 ; empereur de Byzance) - Ennius, Quintus (0239-0169 av. J.-C.)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Scipion l'Africain (0235-0183 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Térence (0190?-0159 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Cicéron (0106-0043 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Catulle (0087?-0052? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - livius,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Justinien Ier (0482-0565 ; empereur de Byzance) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Justinien Ier (0482-0565 ; empereur de Byzance) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Lycurgue (0390?-0324? av. J.-C.) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Lycurgue (0390?-0324? av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Plaute (0254-0184 av. J.-C.) - Lycurgue (0390?-0324? av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Plaute (0254-0184 av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Solon (0640?-0561 av. J.-C.) - Lycurgue (0390?-0324? av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Solon (0640?-0561 av. J.-C.) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Aristote (0384-0322 av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Aristote (0384-0322 av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Solon (0640?-0561 av. J.-C.) - Aristote (0384-0322 av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Platon (0427?-0348? av. J.-C.) - Aristote (0384-0322 av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Platon (0427?-0348? av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Solon (0640?-0561 av. J.-C.) - Pompée (0075-0035 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Solon (0640?-0561 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Pompée (0075-0035 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Plutarque (0046?-0120?) - Pompée (0075-0035 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Plutarque (0046?-0120?) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Plutarque (0046?-0120?) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Justinien Ier (0482-0565 ; empereur de Byzance) - Solon (0640?-0561 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Justinien Ier (0482-0565 ; empereur de Byzance) - Pompée (0075-0035 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Justinien Ier (0482-0565 ; empereur de Byzance) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Justinien Ier (0482-0565 ; empereur de Byzance) - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
Cicéron (0106-0043 av. J.-C.) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Cicéron (0106-0043 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
appius-claudius - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Solon (0640?-0561 av. J.-C.) - Tacite (0055?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Plutarque (0046?-0120?) - Tacite (0055?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Tacite (0055?-0120?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Tacite (0055?-0120?) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Plutarque (0046?-0120?) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Platon (0427?-0348? av. J.-C.) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Platon (0427?-0348? av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Apulée (0125?-0180?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Apulée (0125?-0180?) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Apulée (0125?-0180?) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Apulée (0125?-0180?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Augustin (0354-0430 ; saint) - Apulée (0125?-0180?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Augustin (0354-0430 ; saint) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Augustin (0354-0430 ; saint) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Platon (0427?-0348? av. J.-C.) - Apulée (0125?-0180?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Platon (0427?-0348? av. J.-C.) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Platon (0427?-0348? av. J.-C.) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Solon (0640?-0561 av. J.-C.) - Ambroise (0340?-0397 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Plutarque (0046?-0120?) - Ambroise (0340?-0397 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Ambroise (0340?-0397 ; saint) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Ambroise (0340?-0397 ; saint) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Solon (0640?-0561 av. J.-C.) - Ulpien (0160-0228),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Plutarque (0046?-0120?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Plutarque (0046?-0120?) - Ulpien (0160-0228),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Ulpien (0160-0228) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Ulpien (0160-0228) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Cicéron (0106-0043 av. J.-C.) - Solon (0640?-0561 av. J.-C.),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Cicéron (0106-0043 av. J.-C.) - Aulu-Gelle (0123?-0180?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Solon (0640?-0561 av. J.-C.) - Cicéron (0106-0043 av. J.-C.),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Solon (0640?-0561 av. J.-C.) - Aulu-Gelle (0123?-0180?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Aulu-Gelle (0123?-0180?) - Cicéron (0106-0043 av. J.-C.),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Aulu-Gelle (0123?-0180?) - Solon (0640?-0561 av. J.-C.),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Hérodote (0484?-0420? av. J.-C.) - Tacite (0055?-0120?),"coutume > DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY. > introduction",successions
