couple,localisation,theme
Solon (0640?-0561 av. J.-C.) - livius,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Solon (0640?-0561 av. J.-C.) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Solon (0640?-0561 av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - livius,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Catulle (0087?-0052? av. J.-C.) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Catulle (0087?-0052? av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Quintilien (0030?-0100?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"livius - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
livius - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Denys d'Halicarnasse (006.? av. J.-C.-0007?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Quintilien (0030?-0100?) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Quintilien (0030?-0100?) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Paulus, Julius (01..-02..)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - papinien,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Denys d'Halicarnasse (006.? av. J.-C.-0007?) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - papinien",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Tertullien (0155?-0222?)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Ulpien (0160-0228)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Ambroise (0340?-0397 ; saint)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Léon I (039.?-0461 ; pape)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Platon (0427?-0348? av. J.-C.)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
"Paulus, Julius (01..-02..) - Justinien Ier (0482-0565 ; empereur de Byzance)",coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Tertullien (0155?-0222?),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
papinien - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Tertullien (0155?-0222?) - Ulpien (0160-0228),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Tertullien (0155?-0222?) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Tertullien (0155?-0222?) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Tertullien (0155?-0222?) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Tertullien (0155?-0222?) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ulpien (0160-0228) - Ambroise (0340?-0397 ; saint),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ulpien (0160-0228) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ulpien (0160-0228) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ulpien (0160-0228) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ambroise (0340?-0397 ; saint) - Léon I (039.?-0461 ; pape),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ambroise (0340?-0397 ; saint) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Ambroise (0340?-0397 ; saint) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Platon (0427?-0348? av. J.-C.),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Léon I (039.?-0461 ; pape) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Platon (0427?-0348? av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
Lycurgue (0390?-0324? av. J.-C.) - Plaute (0254-0184 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Lycurgue (0390?-0324? av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Plaute (0254-0184 av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
Aristote (0384-0322 av. J.-C.) - Solon (0640?-0561 av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Aristote (0384-0322 av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),coutume > DES TESTAMENS. > introduction,successions
Solon (0640?-0561 av. J.-C.) - Pompée (0075-0035 av. J.-C.),coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
Solon (0640?-0561 av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - labeon,coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
Pompée (0075-0035 av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Plutarque (0046?-0120?),coutume > DE SERVITUDES. > DCVIII.,successions
labeon - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Plutarque (0046?-0120?) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE SERVITUDES. > DCVIII.,successions
Cicéron (0106-0043 av. J.-C.) - Solon (0640?-0561 av. J.-C.),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cicéron (0106-0043 av. J.-C.) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Aulu-Gelle (0123?-0180?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Plutarque (0046?-0120?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Ulpien (0160-0228),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Aulu-Gelle (0123?-0180?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - Cassiodore (0490?-0580?),<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Ulpien (0160-0228) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Cassiodore (0490?-0580?) - appius-claudius,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Solon (0640?-0561 av. J.-C.) - Tacite (0055?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Plutarque (0046?-0120?) - Tacite (0055?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Plutarque (0046?-0120?) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXII.,successions
Apulée (0125?-0180?) - Solon (0640?-0561 av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Apulée (0125?-0180?) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Apulée (0125?-0180?) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Augustin (0354-0430 ; saint) - Platon (0427?-0348? av. J.-C.),COMMENTAIRES SVR LES COVSTVMES... > DE TESTAMENS. > CCCCXXII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Solon (0640?-0561 av. J.-C.) - Ambroise (0340?-0397 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Plutarque (0046?-0120?) - Ambroise (0340?-0397 ; saint),COMMENTAIRES SVR LES COVSTVMES... > DE DONATIONS. > CCCCXXXIIII.,successions
Solon (0640?-0561 av. J.-C.) - Plutarque (0046?-0120?),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Solon (0640?-0561 av. J.-C.) - Ulpien (0160-0228),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Plutarque (0046?-0120?) - Ulpien (0160-0228),COMMENTAIRES SVR LES COVSTVMES... > DE SERVITVDES. > VI. C. VIII.,successions
Cicéron (0106-0043 av. J.-C.) - Solon (0640?-0561 av. J.-C.),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Cicéron (0106-0043 av. J.-C.) - Aulu-Gelle (0123?-0180?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Solon (0640?-0561 av. J.-C.) - Aulu-Gelle (0123?-0180?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
Hérodote (0484?-0420? av. J.-C.) - Tacite (0055?-0120?),"coutume > DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY. > introduction",successions
Hérodote (0484?-0420? av. J.-C.) - Ammien Marcellin (0330?-0400?),"coutume > DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY. > introduction",successions
Tacite (0055?-0120?) - Ammien Marcellin (0330?-0400?),"coutume > DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY. > introduction",successions
Hérodote (0484?-0420? av. J.-C.) - Augustin (0354-0430 ; saint),COMMENTAIRES SVR LES COVSTVMES... > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CLI.,société
Hérodote (0484?-0420? av. J.-C.) - s-paul,COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCLXXV.,successions
Hérodote (0484?-0420? av. J.-C.) - papinien,COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCLXXV.,successions
s-paul - papinien,COMMENTAIRES SVR LES COVSTVMES... > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCLXXV.,successions
Thucydide (0460?-0395? av. J.-C.) - gelase,coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
Thucydide (0460?-0395? av. J.-C.) - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
Thucydide (0460?-0395? av. J.-C.) - Grégoire I (0540?-0604 ; pape),coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
gelase - Justinien Ier (0482-0565 ; empereur de Byzance),coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
gelase - Grégoire I (0540?-0604 ; pape),coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
Justinien Ier (0482-0565 ; empereur de Byzance) - Grégoire I (0540?-0604 ; pape),coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
Martial (0040?-0104?) - Plutarque (0046?-0120?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Martial (0040?-0104?) - Tacite (0055?-0120?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Martial (0040?-0104?) - Pline le Jeune (0061?-0114?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
"Martial (0040?-0104?) - Vossius, Gerardus Joannes (1577-1649)","LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Plutarque (0046?-0120?) - Tacite (0055?-0120?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Plutarque (0046?-0120?) - Pline le Jeune (0061?-0114?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
"Plutarque (0046?-0120?) - Vossius, Gerardus Joannes (1577-1649)","LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Tacite (0055?-0120?) - Pline le Jeune (0061?-0114?),"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
"Tacite (0055?-0120?) - Vossius, Gerardus Joannes (1577-1649)","LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
"Pline le Jeune (0061?-0114?) - Vossius, Gerardus Joannes (1577-1649)","LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
Plaute (0254-0184 av. J.-C.) - antipater,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Virgile (0070-0019 av. J.-C.),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Sénèque (0004 av. J.-C.-0065),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Pline le Jeune (0061?-0114?),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Aulu-Gelle (0123?-0180?),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Arcadius (0377?-0408 ; empereur d'Orient),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
Plaute (0254-0184 av. J.-C.) - Honorius (0384-0423 ; empereur romain),coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
